,date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change,rolling_std_5
0,2018-02-07,-0.7129761803228587,0.16865208469101042,1.1166423900269429,-0.36760534068014206,0,-0.19902669457730385,0.07047997655167887,-0.35647100719022534,-1.4594623787849044,3.4805689631257364
1,2018-02-08,-0.7027899529946899,-1.540342754893228,0.6576846708732345,-0.6320672092367516,0,0.5870139530802956,-0.644364041200788,0.452788575056189,-2.1936002501220804,3.3986130194354174
2,2018-02-09,-0.65324619571105,-0.9934886872764297,0.31346638150795314,-0.014989515937995924,0,2.749266219038651,-0.1857931771638639,0.559051154482393,0.7015974658446713,3.56969311054143
3,2018-02-10,-0.6615011028864128,-0.16004073308440298,-0.0881216227515417,0.42578026498968674,0,-0.46374771114683006,-0.18736652844762366,0.5042643758488026,1.0694172977376457,1.175229917101118
4,2018-02-11,-0.6873823344666318,-0.2856789882309468,-0.26023076743418233,-0.5879902311439834,4,-1.4580197273099527,-0.27099150551678064,0.1334801359889088,-0.16149147182950932,1.3355364335467594
5,2018-02-12,-0.6411848040612002,-0.37327709103749707,-0.0881216227515417,-0.10314347212353245,0,2.4856056002520432,-0.1939990179110606,0.09907992518984259,-0.11267004508492033,1.793263126255173
6,2018-02-13,-0.6611751788469427,-0.5616880545888148,-0.26023076743418233,-0.41168231877291034,4,-1.0774255983218084,-0.42254185525033405,-0.021564183627679274,-0.2420551130460849,2.135420354020011
7,2018-02-14,-0.6110704137994175,-0.4071904780609149,-0.26023076743418233,0.46985724308245497,6,2.5431410161475556,-0.18002874358112259,0.7595945354042946,0.19803997437475399,2.0294387580151154
8,2018-02-15,-0.5807848033074402,-0.07219037461788955,-0.14549133764575525,1.1750888925667473,6,1.4110383072701258,-0.20620605373333634,0.5960152506865233,0.4297002163274417,1.976280075729566
9,2018-02-16,-0.5719821015049276,-0.48363914461581936,-0.26023076743418233,0.9987809801956742,6,0.3794158890962969,-0.3829571507533205,0.8920166696698023,-0.5283059101350048,1.2408271237097375
10,2018-02-17,-0.5235576070122381,-0.3763267376353806,-0.432339912116823,1.307319826845052,6,2.081103316893521,-0.13359453565049972,0.8747429869849139,0.13748166540945458,1.093903915263376
11,2018-02-18,-0.5596801206570229,0.17900349663908732,-0.26023076743418233,0.8224730678246012,6,-1.574868324346467,-0.019031504458441765,0.19204765513151165,0.712475933045689,1.44145764971121
12,2018-02-19,-0.5173116471680009,-0.4066291204178286,-0.432339912116823,0.9987809801956742,6,1.7889679645615928,-0.16438339266890603,0.5371138038642326,-0.7518566428785327,1.1583717848143007
13,2018-02-20,-0.5146695703683101,-0.19546134210989893,-0.14549133764575525,1.307319826845052,6,0.0863131755385426,-0.36393451993027465,0.06645688882165955,0.270771547058179,1.1319526075272885
14,2018-02-21,-0.5566978055863986,0.3802069332248489,-0.2028610525399688,0.42578026498968674,6,-1.8108578892512697,-0.0800463385101162,0.005744308821398571,0.7385781466456325,1.7747428273367547
15,2018-02-22,-0.5911929012232887,0.3498191540886318,-0.37497019722260944,-0.014989515937995924,4,-1.5909153875083988,0.02195700915813332,-0.7844361173533378,-0.03924527009607573,1.274713175748059
16,2018-02-23,-0.573575385576256,0.0655257011596755,-0.48970962701103654,-0.23537440640183724,4,0.7906993558551632,-0.24227784458816148,-0.6304841374347125,-0.3651124522859626,1.2688201192772308
