,volatility
0,0.03877533697313431
1,0.0316705753305528
2,0.028261183923422615
3,0.02320330413253301
4,0.03336716584029211
5,0.04074755227486493
6,0.033710490047281313
7,0.0277968524679074
8,0.022819208311749616
9,0.019969101643657953
10,0.01658017726985406
11,0.016242022630156144
12,0.013358967137158265
13,0.011423510973426686
14,0.015825338910333858
15,0.014105531169382972
16,0.01152211339636
17,0.02144198550162602
18,0.021444610916364848
19,0.027325915151725857
20,0.027565071601166547
21,0.023282790997500746
22,0.0226618077452876
23,0.018592898761186305
24,0.036846592500000996
25,0.03242940090320263
26,0.034572022249688444
27,0.0282324185899783
28,0.02785654716481421
29,0.02386461464674382
30,0.02227556283273563
31,0.027244383511901105
32,0.02341605385096134
33,0.025550188992127052
34,0.02114720000206695
35,0.01758756959501215
36,0.01585711856038976
37,0.016308201723500178
38,0.016155913920262496
39,0.01929952185735663
40,0.021728552757334388
41,0.02137095952204429
42,0.01780212441944952
43,0.015293304644703257
44,0.013124565485199574
45,0.026304593027156764
46,0.021568044646979118
47,0.03740430881873962
48,0.036001766323795106
49,0.029567524916450195
50,0.02449889347724521
51,0.020035429874028222
52,0.03843443998591422
53,0.037986543288037064
54,0.031049207479194183
55,0.02683264915331349
56,0.04949181443282635
57,0.042543539646932506
58,0.03522393331932948
59,0.034892255033631435
60,0.03059050885175145
61,0.02542037616885361
62,0.026746259869925827
63,0.024507534628541005
64,0.020344434248252233
65,0.016619152037002663
66,0.027863873912406526
67,0.02686750427560767
68,0.023224430896756548
69,0.01898821574854178
70,0.030525144977830876
71,0.025074643735321128
72,0.021536976696322277
73,0.02150264428150173
74,0.02119790249785857
75,0.01904671146582513
76,0.01644260677296793
77,0.01347878463511872
78,0.011904790325510188
79,0.011417604027514574
80,0.009744021016639832
81,0.00946601391444073
82,0.015731213363130946
83,0.013820416406221942
84,0.017513315817322243
85,0.015228537213541617
86,0.013168708930062754
87,0.013671208080087741
88,0.017931182450708134
89,0.020757820814419972
90,0.02025702012794914
91,0.017522216130925257
92,0.018182638018671468
93,0.01504490578891226
94,0.014180571238657087
95,0.012206031005499914
96,0.011884687173538919
97,0.011358869938231805
98,0.01003255689266552
99,0.01417030816654638
100,0.011601725992470141
101,0.027868090902789286
102,0.026931792930927168
103,0.03967593139821108
104,0.048963336763166394
105,0.04006610187025037
106,0.03636808534771255
107,0.029783100680112376
108,0.041183936607087836
109,0.06461233850608364
110,0.05588421218764463
111,0.0456372659295402
112,0.03744113628080614
113,0.031206473087138722
114,0.025489720489518405
115,0.027473869635771885
116,0.027542609202713463
117,0.023215161624998686
118,0.027745482889400735
119,0.02736904720960292
120,0.03657232136885256
121,0.04827860015314145
122,0.03975707900503164
123,0.05432595259808246
124,0.0787960159118835
125,0.0683435494930254
126,0.056833056532505484
127,0.04714208977656462
128,0.04869091103364989
129,0.04233041191532992
130,0.03598780589111261
131,0.03152294990697798
132,0.026464452156971154
133,0.02507281752791991
134,0.020774966525467224
135,0.020998345254929662
136,0.023897887504824456
137,0.03711423500268316
138,0.03409396415359353
139,0.03823163125857199
140,0.03210048088238022
141,0.027542011663746584
142,0.022505578581861016
143,0.023070521229239603
144,0.032207591931449335
145,0.02903650432739821
146,0.02491976272075309
147,0.030447628893300605
148,0.031027391008550516
149,0.03734468260118359
150,0.03361505493200787
151,0.029943069453401427
152,0.02939615236836097
153,0.03753368606946422
154,0.030855558741968363
155,0.0266538835147152
156,0.02202443195310567
157,0.02205316691603877
