,date,close,volume,trend,fg_index,cluster,log_return,hl_spread,momentum_3,vol_change
0,2023-11-17,0.8844325918565293,-0.48010892820177,0.8297938155558751,0.8224730678246012,7,0.2911338178837532,-0.1920323288063596,0.5765682081880688,-0.3410279849248498
1,2023-11-18,0.8819099838348199,-1.0909886164927192,0.2560966666137396,1.0869349363812106,3,-0.0541956221944727,-0.3764874217675174,-0.7550844402878623,-0.7842591955221474
2,2023-11-19,0.9255001219244908,-0.9714708786431931,0.2560966666137396,0.954704002102906,3,0.5202373841394551,-0.0719422230614369,0.652194337950677,0.1531462101145534
3,2023-11-20,0.93039558908491,-0.5453144815173184,0.9445332453443022,1.0869349363812106,7,0.0377602066067465,-0.1010899119304064,0.4475985465430689,0.5466918696354798
4,2023-11-21,0.836409996939538,-0.2100778496171263,0.9445332453443022,1.175088892566747,7,-1.2045720405171638,0.4695483226415781,-0.4926682221735621,0.4300037812722234
5,2023-11-22,0.928169175545016,-0.2849257046552511,1.1166423900269429,0.7783960897318328,7,1.1322584740678108,0.6829340905015219,0.0025238876393184,-0.0963061440721712
6,2023-11-23,0.921889632311577,-0.8970169471811336,0.5429452410848074,0.954704002102906,7,-0.099837755204262,-0.2974604281914138,-0.1123585537557843,-0.7858141263699326
7,2023-11-24,0.9449735327354656,-0.29561109676953,0.8297938155558751,0.954704002102906,7,0.2607845198797783,-0.0404005988339936,1.0911507625875951,0.771610220885698
8,2023-11-25,0.9486677055477029,-1.255554884533478,0.4855755261905938,1.2632428487522838,7,0.0225676884085729,-0.6274166064675274,0.1858162250410597,-1.2322544403695248
9,2023-11-26,0.930321265190774,-0.970946249684915,0.4855755261905938,1.2632428487522838,7,-0.2469322129027373,-0.3780336463050049,0.0617649219324817,0.3650268845660885
10,2023-11-27,0.9190499090082208,-0.7189808244719426,0.6003149559790208,0.954704002102906,7,-0.161363628380831,-0.2440275197226851,-0.2914173673540192,0.3231319927242202
11,2023-11-28,0.9507707964780676,-0.5014261681627707,0.8297938155558751,1.0428579582884423,7,0.366490880333829,0.194313573282096,-0.0032943776949051,0.2789685830131701
12,2023-11-29,0.9527401043989872,-0.6326580496358531,0.8297938155558751,1.2191658706595154,7,0.0014821903372783,-0.2319764626914739,0.2055575766809305,-0.1686704340875178
13,2023-11-30,0.9455455514466302,-0.8707040207409709,0.715054385767448,1.307319826845052,7,-0.1100839100497495,-0.3907696536795785,0.2474683303773925,-0.3057575888825782
14,2023-12-01,0.9983188195673168,-0.3320983647261157,0.8871635304500886,1.175088892566747,7,0.6132650359936677,0.109237315287404,0.4638930853536135,0.6910113036446814
15,2023-12-02,1.040591497815008,-0.8142739762357236,0.9445332453443022,1.307319826845052,7,0.4755073557662803,-0.0993741452287206,0.8782237585613246,-0.6190780311527286
16,2023-12-03,1.0693251152879546,-0.8138779470202406,1.1166423900269429,1.2632428487522838,7,0.3105130867765773,-0.1674554966841792,1.2475760712523882,0.0002632321551601
17,2023-12-04,1.1804718193156285,0.7020231552308165,3.526170415583912,1.307319826845052,7,1.2258735877597395,0.8312156673093334,1.847672410607999,1.945290140642873
18,2023-12-05,1.2951078925361428,0.3622372629789394,3.468800700689698,1.3513968049378202,7,1.203703326580277,1.2559255703125791,2.591589703667966,-0.4363324631068495
19,2023-12-06,1.2780062397691498,-0.1009296213418328,3.2966915560070573,1.2191658706595154,7,-0.2016690940232836,-0.1764141046404154,2.1203894486720016,-0.5946818832702734
20,2023-12-07,1.251054193566009,-0.2257462638032087,2.1492972581227865,1.2191658706595154,7,-0.3074845723195311,0.0028258713500018,0.7006930885820044,-0.1604369990933636
21,2023-12-08,1.3004850886400354,-0.3469594803355306,1.9198183985459325,1.2191658706595154,7,0.4978286392858015,0.2691223578129458,0.0303644004594262,-0.1558122963988925
22,2023-12-09,1.275303602759422,-0.8653489707436461,1.575600109180651,1.2632428487522838,7,-0.2861889388777836,-0.3041946429533744,-0.0526986949152207,-0.6655555851850796
23,2023-12-10,1.2794828077993168,-1.0375076329027138,1.1166423900269429,1.307319826845052,7,0.0214885103017973,-0.4991749134679539,0.2673398572144317,-0.2211966124081018
24,2023-12-11,1.1398579402755784,0.6267948523051367,2.2640366879112137,1.307319826845052,7,-1.5340205981694872,1.6007743322918686,-1.6762097952298238,2.135751187750815
25,2023-12-12,1.1530154717270915,-0.3520837844385512,1.460860679392224,0.9987809801956742,7,0.1238824684417448,0.1370286668427873,-1.2820732569564817,-1.2565557716082103
26,2023-12-13,1.2288060240406269,-0.2614296770182578,1.5182303942864377,0.9106270240101376,7,0.8044800047024842,1.151623230897799,-0.5458872386499758,0.1161020993026698
27,2023-12-14,1.2372420612987358,-0.3715695475397746,1.632969824074865,1.2191658706595154,7,0.0679284072186166,0.5411358060526558,0.976223042863042,-0.1416005617493541
28,2023-12-15,1.177675038706662,-0.6203258225413455,1.1740121049211565,1.131011914473979,7,-0.6677837016731901,0.1307149166480402,0.228592926788238,-0.3195033886475079
29,2023-12-16,1.196268674830013,-0.8886264413150881,0.7724241006616616,0.9987809801956742,7,0.1807329853474849,-0.0696025411955027,-0.3594084388132451,-0.3445869566420811
30,2023-12-17,1.146533327063712,-0.7847069771616094,0.715054385767448,1.2632428487522838,7,-0.5697017010866231,-0.0339037431019145,-0.9574276348053726,0.133127100575053
31,2023-12-18,1.2171768120714934,-0.2363934550443531,1.0592726751327293,0.9106270240101376,7,0.7513293654637198,0.6732973138884926,0.3811752372410214,0.7034705564239183
32,2023-12-19,1.1961563631677632,-0.4038475390509581,1.1740121049211565,1.2632428487522838,7,-0.2502591828918833,0.3145596578180832,-0.02606937740788,-0.2151586708251718
