,target
0,1.9753153944870083
1,0.6466461135445618
2,1.182996043091425
3,1.4529270927239633
4,1.769058308731038
5,2.1506331833987953
6,2.007172226904174
7,2.1806935361147715
8,1.4761126754479112
9,0.99764236510832
10,0.8238988119958458
11,1.9060563388861302
12,1.6069185858827915
13,1.1001468955805416
14,1.660361197743891
15,1.384779868749081
16,1.240648273191995
17,0.8923051289052661
18,0.4261783735092314
19,1.2282228034286575
20,0.7032160793191764
21,0.5249221521511789
22,0.5737042188431871
23,0.17425439272103774
24,-0.08202119362745898
25,-0.28064226714638474
26,-0.39520305717138465
27,0.5693297769934743
28,0.7753324695033098
29,0.4688958710853945
30,0.3785518832958167
31,0.0614730387239738
32,1.80577722668139
33,1.396153430556627
34,0.8573540665570629
35,1.7584956561128147
36,1.4311296372265319
37,0.9595810406413922
38,0.6839778229820876
39,1.057422630763351
40,0.9436942697335985
41,0.5322070627535725
42,0.2235654328681795
43,0.07102775150701779
44,-0.18520376904466349
45,0.07225319816706818
46,-0.2538313968674587
47,-0.2505713670770407
48,-0.3671136500736129
49,-0.07086110801589769
50,1.3063813117701826
51,0.7670087669370987
52,0.7691107596986912
53,0.3259634695198674
54,0.5196497134669308
55,0.5499031789506975
56,1.5014522096992386
57,0.943485175458598
58,0.47769588419517894
59,0.6958419127988069
60,0.2933314080149611
61,0.2596107894285844
62,-0.05217147737562537
63,-0.2831711383929614
64,1.7949161133599152
65,1.4641172457279055
66,0.9073645253761693
67,0.48540224776999946
68,0.7864209080088453
69,0.4886540741952656
70,0.33832678162377244
71,-0.036122491399633624
72,0.29988709393919444
73,0.04499059583451602
74,0.018893357000802802
75,-0.28728499586191336
76,0.284684548174261
77,1.6958860155378892
78,1.3527752484287228
79,1.11072147947343
80,0.9789036192913815
81,0.4894532186462705
82,0.24279908746784054
83,-0.03100257781815023
84,-0.1894448503382074
85,0.10278134285355389
86,-0.11033360565375196
87,-0.3996835772982713
88,-0.3179107550682064
89,-0.28807607646741146
90,-0.5196802874757259
91,-0.524973058909731
92,-0.46705692693102663
93,0.06398554688102391
94,0.08146369424148897
95,0.15211724272113603
96,-0.1875930388684341
97,-0.35981735288934946
98,-0.5973222964086944
99,-0.6150174642655332
100,-0.2458282815768693
101,-0.5085520564119334
102,-0.2979420985669232
103,-0.3627938308841483
104,1.5448848950929197e-05
105,0.12320993927712409
106,0.1334354928401257
107,-0.20333715069884473
108,-0.4791141659270416
109,-0.6037179334365181
110,-0.6337722450099322
111,0.28483826822412484
112,-0.02852708838783736
113,-0.27636204289368976
114,-0.5386825274810052
115,-0.708223170364988
116,-0.8904606009433903
117,-0.49498508677079844
118,-0.5554422106159921
119,-0.7661747645123979
120,-0.9385784735416329
121,-0.9619123024504465
122,-1.002311625445214
123,0.8826059387323457
124,0.8314280402623102
125,0.5198603199793191
126,0.11968543886771978
127,0.9898801220075074
128,0.6681061168845496
129,0.3868402777590538
130,0.002731850059894658
131,0.12526324910651113
132,-0.20388595248292168
133,-0.47277591668597907
134,-0.6460891058533523
135,1.2492358304128286
136,1.053297039466068
137,0.5796217146935391
138,0.3241331790220125
139,0.10322950855741944
140,-0.12688400854843973
141,0.003278578859249997
142,0.7103812922068193
143,0.3616431188931304
144,0.06186359306684614
145,-0.0400328161167146
146,-0.07750177141366812
147,-0.3725875039334851
148,-0.5255192985804162
149,-0.7107466970921003
150,-0.7906903039817162
151,-0.8225543635058866
152,-0.9105768099798571
153,-0.06619108027437105
154,-0.14118565243994838
155,-0.387673948109549
156,-0.6176515151480978
157,-0.7247552765050997
158,-0.7396840714664407
159,-0.07680306883219876
160,0.44066454872277105
161,0.24932324133076644
162,-0.03004140810458038
163,0.0456759050598289
164,-0.27475851492466574
165,-0.506908223536501
166,-0.33021475443417986
167,0.34314193557663714
168,0.722243066643588
169,0.6675325586644311
170,0.405056826742841
171,0.02912965966113296
172,-0.2590716629988669
173,-0.4941618081080748
174,0.10955292502560025
175,-0.22360663338922043
176,-0.4840913083653303
177,-0.7083293159629314
178,-0.3335938683075574
179,-0.32703275347787725
180,-0.570650146622371
181,-0.6998291386366319
182,-0.2592480552746623
183,0.5846784173483428
184,0.5660119068169914
185,0.45625044221938854
186,0.18729415490566675
187,-0.15550322196199273
188,-0.4383061356672184
189,-0.5414438476770381
190,-0.7325460956826444
191,-0.37920168357687245
192,-0.09289979547020212
193,-0.3399503343076922
194,-0.18071277001845928
195,-0.010397960443507827
196,-0.17812136349118407
197,-0.26401978701350615
198,-0.45046853071577925
199,-0.6729891521501116
200,-0.7639344814225036
201,-0.6955089852513103
202,-0.8407272337418953
203,-0.7655570773380557
204,-0.8305772250387742
205,-0.9912399706154921
206,-0.874451081172107
207,-1.0237970234486344
208,-0.9808675446133843
209,-1.0886340216362302
