,target
0,0.22277219408584725
1,-0.13069967280636613
2,-0.3003216821390671
3,-0.5519583030620098
4,-0.046291912912641286
5,0.3208926743617785
6,-0.02921105158346829
7,-0.32342282397809236
8,-0.571067609421297
9,-0.7128644177440961
10,-0.8814681634328445
11,-0.8982918315311392
12,-1.0417278901535831
13,-1.1380195517037748
14,-0.9190224316214273
15,-1.0045852813652096
16,-1.133113942723813
17,-0.6395863778629145
18,-0.6394557597935427
19,-0.34685261665997813
20,-0.33495424752167186
21,-0.5480037199293171
22,-0.5788985085951368
23,-0.7813324433530381
24,0.12681444856621643
25,-0.09294703516648764
26,0.013651385088222643
27,-0.30175279786480796
28,-0.3204529289948811
29,-0.5190571764918283
30,-0.5981147352872624
31,-0.3509089302126967
32,-0.5413737058669474
33,-0.4351974862416502
34,-0.6542523703484889
35,-0.8313489808648654
36,-0.917441349412122
37,-0.8949993287210027
38,-0.9025758607460488
39,-0.7461769522109416
40,-0.625329254547429
41,-0.6431200200684648
42,-0.8206745771114622
43,-0.9454918833192812
44,-1.053389701441365
45,-0.3976648263062664
46,-0.6333147583929886
47,0.15456161846411678
48,0.08478316015350597
49,-0.23532938361693
50,-0.48750091413901087
51,-0.7095644951575143
52,0.20581209034803435
53,0.18352860077610683
54,-0.16161359581965515
55,-0.3713932926325951
56,0.755931993773274
57,0.41024556771076653
58,0.046084876094120576
59,0.0295834157002012
60,-0.18443449655351377
61,-0.4416558564583237
62,-0.37569128077276054
63,-0.48707100472976106
64,-0.694191093693882
65,-0.8795291140461434
66,-0.32008841301531854
67,-0.36965920136143415
68,-0.5509072168796487
69,-0.7616648682021322
70,-0.1876864410527549
71,-0.45885653043920493
72,-0.6348604325579559
73,-0.6365685183984159
74,-0.6517298499959205
75,-0.7587546241385704
76,-0.8883124888036196
77,-1.0357668014047916
78,-1.1140752282154194
79,-1.1383134305563278
80,-1.2215765350787255
81,-1.235407778738563
82,-0.9237053097482121
83,-1.0187701411371475
84,-0.8350432105581665
85,-0.9487141539538524
86,-1.0511935030814756
87,-1.0261934648526712
88,-0.8142537588572637
89,-0.6736245316271523
90,-0.6985400689094737
91,-0.8346004074602655
92,-0.8017434913043404
93,-0.9578500751499689
94,-1.0008519325616312
95,-1.0990880814402662
96,-1.1150753882510656
97,-1.141235533961538
98,-1.207221470138486
99,-1.0013625348086197
100,-1.1291531042902576
101,-0.31987861182306926
102,-0.36646075049721677
103,0.2675780311791996
104,0.7296394877184647
105,0.28698955996735376
106,0.10300804590986805
107,-0.22460418670368093
108,0.3426034075789025
109,1.5081992958218369
110,1.0739627570815011
111,0.5641627939007094
112,0.1563938364081413
113,-0.15378941102154323
114,-0.43820587914496073
115,-0.33949167334875097
116,-0.3360717833821998
117,-0.5513683761637753
118,-0.3259785326323266
119,-0.34470673622264814
120,0.11316907471149946
121,0.6955728799909998
122,0.2716152385507727
123,0.9964371546849228
124,2.2138571608200097
125,1.6938322810888597
126,1.1211690954275995
127,0.6390298930815872
128,0.7160859251859033
129,0.39964216382954987
130,0.08408860902693062
131,-0.13804424489714567
132,-0.38971161015379235
133,-0.45894738682143343
134,-0.6727715084297599
135,-0.6616581030124868
136,-0.5174018050868097
137,0.1401300388480594
138,-0.010132676392016874
139,0.19572207141678089
140,-0.10931126801020602
141,-0.3361015117847542
142,-0.5866711288232995
143,-0.5585644389297058
144,-0.10398234293377129
145,-0.2617484034817832
146,-0.4665620783688371
147,-0.19154297509168347
148,-0.16269899586477393
149,0.1515951304247527
150,-0.03395908256041178
151,-0.21664551563440174
152,-0.24385540849355972
153,0.16099831833493614
154,-0.1712478923818772
155,-0.3802871341420418
156,-0.6106088491397339
157,-0.6091792443895665
158,-0.6882573780210842
159,-0.3940824658273889
160,-0.6036704986529727
161,-0.7820543300113143
162,-0.9510130814798854
163,-1.0895950410723323
164,-1.0278771630300636
165,-0.24635791326425438
166,-0.38424204896425385
167,-0.2709998899418106
168,0.580701687347576
169,0.16286993462665306
170,-0.1483345477257882
171,-0.2967624710176243
172,-0.4838569384940519
173,-0.6334661350510259
174,-0.3718104084162
175,-0.16829026809689807
176,-0.425815863525374
177,-0.5728268457908811
178,-0.5904043192199679
179,-0.5121283374087082
180,0.48264214834934127
181,0.3327453128705381
182,0.016359102014372847
183,-0.22740785487278037
184,-0.39376590594759087
185,0.4577339786988186
186,0.42849267829417487
187,0.16739106561049777
188,-0.08178003264244349
189,-0.3426891648071861
190,-0.5607182848515676
191,-0.6890541536163517
192,-0.7910732123756173
193,-0.811756297854884
194,-0.9433846961336648
195,-0.960347252056186
196,-1.0230599324388365
197,-1.1153758881451599
198,-1.2220364094402885
199,-1.1227801946835474
200,-0.9895914376229231
201,-1.1153661329723965
202,-1.0920833261029168
203,-0.861908852680806
204,-1.0133085890409987
205,-1.1090316249114482
206,-1.216950019031575
207,-0.7767351930321611
208,-0.6999869937488983
209,-0.7414083156513516
210,-0.9171337212486722
211,-0.9822849765538844
212,-1.0321462462347353
213,-1.1551080344846476
214,-1.047880880107766
215,-1.1537056527277292
216,-1.2383671360788866
217,-1.2879701560853858
218,-1.2944980970173736
219,-1.2367353195658968
220,-0.6124781917340604
221,-0.2060318266668665
222,-0.4564197058581193
223,-0.5241247422381676
224,-0.6140400683389198
225,-0.7075709343332409
226,-0.5534629466147821
227,-0.7515401067160561
228,-0.7904869345114132
229,-0.5922792191976006
230,-0.24987968051785472
231,-0.4311610710617581
232,-0.09300865562104514
233,-0.05235515160789098
234,-0.1248686336535217
235,-0.2081586954315056
236,-0.4576814759146946
237,-0.6681236320116212
238,-0.8087441205327917
239,-0.7985364170370066
240,-0.8314466167594201
241,-0.26300562910318975
242,-0.3479848379412662
243,-0.234325541144225
244,-0.4680649895949677
245,-0.34268810807956696
246,-0.5595713250588366
247,-0.7696417746611591
248,-0.7188406421906405
249,-0.5713449917885388
250,-0.7706780765239343
251,-0.8829658978859751
252,-0.6130895417579671
253,-0.7775669406395814
254,-0.9473901070749376
255,-0.7522260275499673
256,-0.9130135979257118
257,-0.8941104249883298
258,-0.8176118156508575
259,-0.046360265667857385
260,-0.32706985216724893
261,-0.427672179382979
262,-0.09947142039827436
263,0.7509636429168678
264,0.3000701614299489
265,2.0415263182800296
266,1.5321764975172167
267,0.955644196119002
268,0.7816052512570848
269,0.3729668528725812
270,0.0803325100706302
271,0.06712047254294111
272,-0.21647007040953395
273,-0.20350379452192532
274,-0.45181395609727903
275,-0.5326648065576259
276,-0.6056745583676906
277,-0.7659354313668121
278,-0.4938851066034038
279,-0.5242065621543902
280,0.03531395650441564
281,-0.18932491360494672
282,-0.41204831383514223
283,-0.351298853959592
284,0.12582434981901972
285,-0.1754512087087812
286,-0.3491865643308745
287,-0.5932833321892012
288,-0.791222668933308
289,-0.7379288496863117
290,-0.2959273505011645
291,-0.31246122564463985
292,-0.48779390660315014
293,-0.45917985249867804
294,-0.4509331465376025
295,-0.4860013302797038
296,-0.49630513782594143
297,-0.20186809461247765
298,-0.4779052953500198
299,-0.6262020258564648
300,-0.795054190809917
301,-0.5855858324322033
302,-0.5499818994915378
303,-0.5709728472109314
304,-0.6751734728721634
305,-0.36946959550452113
306,-0.5491244909886804
307,-0.7519470267582097
308,-0.869636622766397
309,-0.9798861381643225
310,-1.098894269605924
311,-1.1363145722735288
312,-1.1576613095440302
313,-0.9229444505963678
314,-0.6384836355231345
315,-0.8342633701345179
316,-0.962440612188143
317,-1.03719660682762
318,-0.5577934514634936
319,-0.464667101735102
320,-0.5949361586012506
321,-0.7081378021268072
322,-0.5630432086560744
323,-0.7716857894370223
324,-0.886068785023953
325,-0.9414906523376466
326,-1.081418685503052
327,-0.8880661930002366
328,-1.0321406825474329
329,-0.44092535075330874
330,-0.669000870002767
331,-0.7875819402990182
332,-0.2828250526081815
333,-0.5387782388776591
334,-0.7204669377891411
335,-0.7806788875749191
336,-0.9336434472861511
337,-1.0075482262962963
338,-1.1316895177615731
339,-0.7441401904137622
340,-0.914995664795174
341,-1.0128926187958192
342,-0.7879032754837766
343,-0.6833270720476026
344,-0.8273118151001316
345,-0.8902110360610198
346,-0.7851716009850116
347,-0.6746981322882062
348,-0.617161919422543
349,-0.31231371185867934
350,-0.5389091506508913
351,-0.749804674881516
352,-0.9148685961297164
353,-1.0257014080863638
354,-0.7366271784054077
355,0.6249161552992724
356,0.31621494578325426
357,-0.022186315104868768
358,-0.27773595988257327
359,-0.2221886206298398
360,0.5886932311291044
361,0.6801784368202596
362,0.24335536616782869
363,0.5912105468663343
364,0.3681345256514599
365,0.10016725188662605
366,-0.14804754276373805
367,-0.43284861995955054
368,-0.5961027039723881
369,-0.756134040676931
370,-0.6395447426777275
371,-0.7228917980533351
372,-0.5850369736776803
373,-0.7808532210276246
374,-0.03136391182436176
375,-0.3377880835816298
376,0.09946458194037502
