,Country,Type,Gas,year,Emissions (kt CO eq),Emissions per capita,EmissionTot
356,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,919955.0,11.17,3486374250
357,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,909709.0,11.01,3579005463
358,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,887420.0,10.7,3492436351
359,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,827921.0,9.96,3343420536
360,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,754936.0,9.08,3052044425
361,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,784302.0,9.43,3220178729
362,Germany,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,785799.0,9.38,3138341494
363,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,112546.0,11.04,4649770440
364,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,111415.0,10.8,4444605532
365,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,113754.0,10.94,4320714824
366,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,114418.0,10.94,4226725664
367,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,118405.0,11.26,4214004125
368,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,120942.0,11.45,4241086354
369,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,123042.0,11.6,4304232584
370,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,128108.0,12.02,4240418576
371,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,134892.0,12.58,4190637451
372,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,133413.0,12.4,4102517036
373,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,138520.0,12.82,4141954032
374,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,138908.0,12.79,4142913291
375,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,137355.0,12.6,4159783149
376,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,142408.0,13.03,4246654187
377,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,143235.0,13.07,4208292610
378,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,145234.0,13.22,4195965002
379,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,142620.0,12.94,4194673290
380,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,146965.0,13.3,4194207226
381,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,142265.0,12.84,4057795000
382,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,133240.0,12.0,3742770651
383,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,127410.0,11.46,3820496515
384,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,124594.0,11.22,3718549581
385,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,119351.0,10.81,3652461479
386,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,110865.0,10.11,3553809421
387,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,108347.0,9.95,3427826280
388,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,100624.0,9.3,3486016866
389,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,97146.0,9.02,3486374250
390,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,102941.0,9.57,3579005463
391,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,99502.0,9.27,3492436351
392,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,93600.0,8.73,3343420536
393,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,77477.0,7.24,3052044425
394,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,81617.0,7.72,3220178729
395,Greece,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,83435.0,7.99,3138341494
396,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,92206.0,8.89,4649770440
397,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,86734.0,8.36,4444605532
398,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,76203.0,7.35,4320714824
399,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,73971.0,7.14,4226725664
400,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,73041.0,7.06,4214004125
401,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,71870.0,6.96,4241086354
402,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,77825.0,7.55,4304232584
403,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,75916.0,7.38,4240418576
404,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,74366.0,7.24,4190637451
405,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,76951.0,7.52,4102517036
406,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,75073.0,7.35,4141954032
407,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,75185.0,7.38,4142913291
408,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,74226.0,7.31,4159783149
409,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,74766.0,7.38,4246654187
410,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,74690.0,7.39,4208292610
411,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,72081.0,7.15,4195965002
412,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,72490.0,7.2,4194673290
413,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,70502.0,7.01,4194207226
414,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,66738.0,6.65,4057795000
415,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,62037.0,6.19,3742770651
416,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,62430.0,6.24,3820496515
417,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,61384.0,6.16,3718549581
418,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,57279.0,5.77,3652461479
419,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,54961.0,5.56,3553809421
420,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,54311.0,5.5,3427826280
421,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,56943.0,5.79,3486016866
422,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,58636.0,5.97,3486374250
423,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,60287.0,6.16,3579005463
424,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,60955.0,6.24,3492436351
425,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,60125.0,6.15,3343420536
426,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,55889.0,5.73,3052044425
427,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,56927.0,5.86,3220178729
428,Hungary,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,53529.0,5.55,3138341494
429,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,61380.0,17.47,4649770440
430,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,62240.0,17.61,4444605532
431,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,61893.0,17.39,4320714824
432,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,63333.0,17.71,4226725664
433,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,64684.0,18.02,4214004125
434,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,67393.0,18.67,4241086354
435,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,69339.0,19.06,4304232584
436,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,70260.0,19.12,4240418576
437,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,72927.0,19.64,4190637451
438,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,74521.0,19.85,4102517036
439,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,77554.0,20.38,4141954032
440,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,81389.0,21.05,4142913291
441,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,79220.0,20.15,4159783149
442,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,80345.0,20.1,4246654187
443,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,78111.0,19.19,4208292610
444,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,80265.0,19.29,4195965002
445,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,80163.0,18.76,4194673290
446,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,78169.0,17.77,4194207226
447,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,76591.0,17.06,4057795000
448,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,69923.0,15.42,3742770651
449,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,70766.0,15.52,3820496515
450,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,65331.0,14.26,3718549581
451,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,65206.0,14.18,3652461479
452,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,66076.0,14.29,3553809421
453,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,65353.0,14.03,3427826280
454,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,68562.0,14.58,3486016866
455,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,70020.0,14.72,3486374250
456,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,71858.0,14.95,3579005463
457,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,71482.0,14.69,3492436351
458,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,68939.0,13.97,3343420536
459,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,65566.0,13.15,3052044425
460,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,68246.0,13.56,3220178729
461,Ireland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,68040.0,13.17,3138341494
462,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,527367.0,9.3,4649770440
463,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,513634.0,9.05,4444605532
464,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,514811.0,9.06,4320714824
465,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,521201.0,9.17,4226725664
466,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,502393.0,8.84,4214004125
467,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,522934.0,9.2,4241086354
468,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,515481.0,9.07,4304232584
469,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,531785.0,9.35,4240418576
470,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,548215.0,9.63,4190637451
471,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,544841.0,9.57,4102517036
472,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,553010.0,9.71,4141954032
473,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,545732.0,9.58,4142913291
474,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,547432.0,9.59,4159783149
475,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,576845.0,10.06,4246654187
476,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,576481.0,9.99,4208292610
477,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,577177.0,9.96,4195965002
478,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,567250.0,9.76,4194673290
479,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,585060.0,10.01,4194207226
480,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,554046.0,9.42,4057795000
481,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,493309.0,8.35,3742770651
482,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,499775.0,8.43,3820496515
483,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,492423.0,8.29,3718549581
484,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,481911.0,8.09,3652461479
485,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,429013.0,7.12,3553809421
486,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,405965.0,6.68,3427826280
487,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,415270.0,6.84,3486016866
488,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,414393.0,6.84,3486374250
489,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,429131.0,7.09,3579005463
490,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,404629.0,6.7,3492436351
491,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,396733.0,6.64,3343420536
492,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,359602.0,6.05,3052044425
493,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,399023.0,6.75,3220178729
494,Italy,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,402533.0,6.82,3138341494
495,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,15460.0,5.81,4649770440
496,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,12123.0,4.57,4444605532
497,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,6867.0,2.63,4320714824
498,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,3642.0,1.42,4226725664
499,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,-983.0,-0.39,4214004125
500,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,-1646.0,-0.66,4241086354
501,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,-1914.0,-0.78,4304232584
502,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,-793.0,-0.33,4240418576
503,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,-541.0,-0.22,4190637451
504,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,2332.0,0.98,4102517036
505,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,-1550.0,-0.65,4141954032
506,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,-826.0,-0.35,4142913291
507,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,903.0,0.39,4159783149
508,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,1495.0,0.65,4246654187
509,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,5236.0,2.31,4208292610
510,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,6186.0,2.76,4195965002
511,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,5692.0,2.57,4194673290
512,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,6559.0,2.98,4194207226
513,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,5861.0,2.69,4057795000
514,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,8331.0,3.89,3742770651
515,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,11189.0,5.33,3820496515
516,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,9892.0,4.8,3718549581
517,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,8463.0,4.16,3652461479
518,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,9672.0,4.81,3553809421
519,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,13446.0,6.74,3427826280
520,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,12322.0,6.23,3486016866
521,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,10760.0,5.49,3486374250
522,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,9221.0,4.75,3579005463
523,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,11506.0,5.97,3492436351
524,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,10674.0,5.58,3343420536
525,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,12159.0,6.4,3052044425
526,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,13906.0,7.38,3220178729
527,Latvia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,15890.0,8.46,3138341494
528,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,43424.0,11.74,4649770440
529,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,45344.0,12.24,4444605532
530,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,27255.0,7.37,4320714824
531,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,19093.0,5.18,4226725664
532,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,18169.0,4.97,4214004125
533,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,18377.0,5.06,4241086354
534,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,24823.0,6.89,4304232584
535,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,22922.0,6.41,4240418576
536,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,16180.0,4.56,4190637451
537,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,14124.0,4.01,4102517036
538,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,10285.0,2.94,4141954032
539,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,13275.0,3.82,4142913291
540,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,14609.0,4.24,4159783149
541,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,15551.0,4.55,4246654187
542,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,16919.0,5.01,4208292610
543,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,18795.0,5.66,4195965002
544,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,19527.0,5.97,4194673290
545,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,19614.0,6.07,4194207226
546,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,17994.0,5.63,4057795000
547,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,13018.0,4.12,3742770651
548,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,10849.0,3.5,3820496515
549,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,11137.0,3.68,3718549581
550,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,11502.0,3.85,3652461479
551,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,10862.0,3.67,3553809421
552,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,11291.0,3.85,3427826280
553,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,12637.0,4.35,3486016866
554,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,13819.0,4.82,3486374250
555,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,14600.0,5.16,3579005463
556,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,15241.0,5.44,3492436351
557,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,15243.0,5.46,3343420536
558,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,14725.0,5.27,3052044425
559,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,15499.0,5.53,3220178729
560,Lithuania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,13383.0,4.73,3138341494
561,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,13134.0,34.39,4649770440
562,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,13706.0,35.42,4444605532
563,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,13052.0,33.28,4320714824
564,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,13085.0,32.92,4226725664
565,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,12495.0,31.01,4214004125
566,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,10112.0,24.75,4241086354
567,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,10187.0,24.59,4304232584
568,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,9582.0,22.84,4240418576
569,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,8951.0,21.08,4190637451
570,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,9468.0,21.99,4102517036
571,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,9992.0,22.9,4141954032
572,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,10597.0,24.0,4142913291
573,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,11471.0,25.71,4159783149
574,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,11994.0,26.56,4246654187
575,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,13423.0,29.3,4208292610
576,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,13741.0,29.54,4195965002
577,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,13568.0,28.71,4194673290
578,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,13164.0,27.43,4194207226
579,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,13044.0,26.69,4057795000
580,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,12430.0,24.97,3742770651
581,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,13254.0,26.14,3820496515
582,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,12957.0,25.0,3718549581
583,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,12558.0,23.65,3652461479
584,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,11896.0,21.89,3553809421
585,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,11585.0,20.82,3427826280
586,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,11325.0,19.88,3486016866
587,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,11144.0,19.15,3486374250
588,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,11614.0,19.48,3579005463
589,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,12174.0,20.02,3492436351
590,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,12180.0,19.64,3343420536
591,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,10238.0,16.24,3052044425
592,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,10659.0,16.65,3220178729
593,Luxembourg,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,9497.0,14.54,3138341494
594,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,3718.0,10.5,4649770440
595,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,3623.0,9.96,4444605532
