,Country,Type,Gas,year,Emissions (kt CO eq),Emissions per capita,EmissionTot
596,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,3964.0,10.78,4320714824
597,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,4837.0,13.03,4226725664
598,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,4713.0,12.57,4214004125
599,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,4556.0,12.07,4241086354
600,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,4688.0,12.34,4304232584
601,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,4898.0,12.8,4240418576
602,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,4983.0,12.93,4190637451
603,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,5224.0,13.48,4102517036
604,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,5331.0,13.67,4141954032
605,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,5641.0,14.35,4142913291
606,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,6122.0,15.46,4159783149
607,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,6522.0,16.36,4246654187
608,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,6621.0,16.5,4208292610
609,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,5390.0,13.35,4195965002
610,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,5731.0,14.14,4194673290
611,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,6133.0,15.08,4194207226
612,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,6291.0,15.37,4057795000
613,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,6477.0,15.7,3742770651
614,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,7978.0,19.25,3820496515
615,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,7610.0,18.28,3718549581
616,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,7290.0,17.35,3652461479
617,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,7018.0,16.47,3553809421
618,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,7165.0,16.49,3427826280
619,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,7500.0,16.85,3486016866
620,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,7930.0,17.41,3486374250
621,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,9384.0,20.05,3579005463
622,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,9664.0,19.94,3492436351
623,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,9990.0,19.82,3343420536
624,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,9383.0,18.21,3052044425
625,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,8638.0,16.66,3220178729
626,Malta,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,9539.0,17.95,3138341494
627,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,267990.0,17.92,4649770440
628,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,277000.0,18.38,4444605532
629,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,278116.0,18.32,4320714824
630,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,277558.0,18.15,4226725664
631,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,279506.0,18.17,4214004125
632,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,279732.0,18.1,4241086354
633,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,291853.0,18.79,4304232584
634,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,286584.0,18.36,4240418576
635,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,287745.0,18.32,4190637451
636,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,277009.0,17.52,4102517036
637,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,277871.0,17.45,4141954032
638,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,283433.0,17.66,4142913291
639,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,281287.0,17.42,4159783149
640,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,278320.0,17.15,4246654187
641,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,284624.0,17.48,4208292610
642,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,282417.0,17.31,4195965002
643,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,280653.0,17.17,4194673290
644,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,280938.0,17.15,4194207226
645,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,278978.0,16.96,4057795000
646,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,266377.0,16.11,3742770651
647,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,275181.0,16.56,3820496515
648,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,265122.0,15.88,3718549581
649,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,256262.0,15.29,3652461479
650,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,253654.0,15.09,3553809421
651,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,245897.0,14.58,3427826280
652,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,250509.0,14.79,3486016866
653,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,250877.0,14.73,3486374250
654,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,246970.0,14.42,3579005463
655,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,240326.0,13.95,3492436351
656,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,234480.0,13.52,3343420536
657,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,213195.0,12.22,3052044425
658,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,215223.0,12.28,3220178729
659,Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,204102.0,11.53,3138341494
660,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,449309.0,11.79,4649770440
661,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,443416.0,11.59,4444605532
662,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,452098.0,11.78,4320714824
663,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,443528.0,11.53,4226725664
664,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,438216.0,11.37,4214004125
665,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,429638.0,11.13,4241086354
666,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,426012.0,11.03,4304232584
667,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,415821.0,10.76,4240418576
668,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,379434.0,9.81,4190637451
669,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,370705.0,9.59,4102517036
670,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,360422.0,9.42,4141954032
671,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,366605.0,9.58,4142913291
672,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,347667.0,9.09,4159783149
673,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,358743.0,9.39,4246654187
674,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,352697.0,9.24,4208292610
675,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,353333.0,9.26,4195965002
676,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,374060.0,9.81,4194673290
677,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,379761.0,9.96,4194207226
678,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,373079.0,9.79,4057795000
679,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,354412.0,9.29,3742770651
680,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,373032.0,9.81,3820496515
681,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,365822.0,9.61,3718549581
682,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,357483.0,9.39,3652461479
683,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,350752.0,9.22,3553809421
684,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,345690.0,9.09,3427826280
685,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,351858.0,9.26,3486016866
686,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,356132.0,9.38,3486374250
687,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,370647.0,9.76,3579005463
688,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,371904.0,9.79,3492436351
689,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,367927.0,9.69,3343420536
690,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,350447.0,9.25,3052044425
691,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,378292.0,10.02,3220178729
692,Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,348652.0,9.37,3138341494
693,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,69049.0,6.92,4649770440
694,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,61627.0,6.19,4444605532
695,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,58878.0,5.92,4320714824
696,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,56181.0,5.64,4226725664
697,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,57915.0,5.8,4214004125
698,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,61420.0,6.13,4241086354
699,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,60368.0,6.0,4304232584
700,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,62620.0,6.19,4240418576
701,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,68023.0,6.7,4190637451
702,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,76257.0,7.46,4102517036
703,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,83941.0,8.16,4141954032
704,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,76609.0,7.39,4142913291
705,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,81370.0,7.81,4159783149
706,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,89556.0,8.56,4246654187
707,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,83834.0,8.0,4208292610
708,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,93419.0,8.89,4195965002
709,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,83403.0,7.93,4194673290
710,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,79767.0,7.57,4194207226
711,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,71612.0,6.78,4057795000
712,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,67222.0,6.36,3742770651
713,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,66714.0,6.31,3820496515
714,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,69233.0,6.56,3718549581
715,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,69228.0,6.58,3652461479
716,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,68562.0,6.56,3553809421
717,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,63372.0,6.09,3427826280
718,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,69100.0,6.67,3486016866
719,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,72667.0,7.04,3486374250
720,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,98888.0,9.6,3579005463
721,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,70661.0,6.87,3492436351
722,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,66798.0,6.49,3343420536
723,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,56729.0,5.51,3052044425
724,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,54461.0,5.26,3220178729
725,Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,56902.0,5.47,3138341494
726,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,231268.0,9.97,4649770440
727,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,184303.0,8.01,4444605532
728,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,167778.0,7.36,4320714824
729,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,156018.0,6.85,4226725664
730,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,153694.0,6.76,4214004125
731,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,160900.0,7.09,4241086354
732,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,164240.0,7.26,4304232584
733,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,157169.0,6.97,4240418576
734,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,138290.0,6.14,4190637451
735,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,120606.0,5.37,4102517036
736,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,112469.0,5.01,4141954032
737,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,115323.0,5.21,4142913291
738,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,118755.0,5.46,4159783149
739,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,124013.0,5.75,4246654187
740,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,122451.0,5.71,4208292610
741,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,120026.0,5.63,4195965002
742,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,121972.0,5.76,4194673290
743,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,123750.0,5.93,4194207226
744,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,120008.0,5.84,4057795000
745,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,101540.0,4.99,3742770651
746,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,90180.0,4.45,3820496515
747,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,97005.0,4.81,3718549581
748,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,91388.0,4.56,3652461479
749,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,80122.0,4.01,3553809421
750,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,69588.0,3.5,3427826280
751,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,69133.0,3.49,3486016866
752,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,65161.0,3.31,3486374250
753,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,70054.0,3.58,3579005463
754,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,72146.0,3.7,3492436351
755,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,69023.0,3.56,3343420536
756,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,62541.0,3.25,3052044425
757,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,67479.0,3.53,3220178729
758,Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,63579.0,3.34,3138341494
759,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,64696.0,12.21,4649770440
760,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,54600.0,10.3,4444605532
761,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,48531.0,9.15,4320714824
762,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,45146.0,8.48,4226725664
763,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,43178.0,8.08,4214004125
764,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,44255.0,8.25,4241086354
765,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,44200.0,8.23,4304232584
766,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,44179.0,8.21,4240418576
767,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,42386.0,7.86,4190637451
768,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,41941.0,7.77,4102517036
769,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,40029.0,7.43,4141954032
770,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,42962.0,7.99,4142913291
771,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,41220.0,7.67,4159783149
772,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,42033.0,7.82,4246654187
773,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,42660.0,7.94,4208292610
774,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,46559.0,8.67,4195965002
775,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,43546.0,8.1,4194673290
776,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,42183.0,7.85,4194207226
777,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,43781.0,8.14,4057795000
778,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,39732.0,7.38,3742770651
779,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,41351.0,7.67,3820496515
780,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,39911.0,7.39,3718549581
781,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,36406.0,6.73,3652461479
782,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,35308.0,6.52,3553809421
783,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,35482.0,6.55,3427826280
784,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,35776.0,6.6,3486016866
785,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,36140.0,6.65,3486374250
786,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,37383.0,6.87,3579005463
787,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,38184.0,7.01,3492436351
788,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,35119.0,6.44,3343420536
789,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,30068.0,5.51,3052044425
790,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,34078.0,6.26,3220178729
791,Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,29976.0,5.52,3138341494
792,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,14472.0,7.24,4649770440
793,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,12736.0,6.37,4444605532
794,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,12620.0,6.32,4320714824
795,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,12876.0,6.46,4226725664
796,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,13100.0,6.58,4214004125
797,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,13795.0,6.93,4241086354
798,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,13803.0,6.94,4304232584
799,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,14133.0,7.12,4240418576
800,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,13570.0,6.85,4190637451
801,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,12920.0,6.52,4102517036
802,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,12608.0,6.34,4141954032
803,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,13836.0,6.95,4142913291
804,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,12991.0,6.51,4159783149
805,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,12980.0,6.5,4246654187
806,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,13212.0,6.62,4208292610
807,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,13496.0,6.75,4195965002
808,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,13720.0,6.84,4194673290
809,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,13646.0,6.76,4194207226
810,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,14689.0,7.27,4057795000
811,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,12453.0,6.11,3742770651
812,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,12707.0,6.2,3820496515
813,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,12776.0,6.22,3718549581
814,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,12277.0,5.97,3652461479
815,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,13310.0,6.46,3553809421
816,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,17405.0,8.44,3427826280
817,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,17713.0,8.58,3486016866
818,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,18924.0,9.16,3486374250
819,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,19113.0,9.25,3579005463
820,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,19287.0,9.3,3492436351
821,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,17208.0,8.24,3343420536
822,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,15941.0,7.58,3052044425
823,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,16062.0,7.62,3220178729
824,Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,15507.0,7.34,3138341494
825,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,269866.0,6.94,4649770440
826,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,278750.0,7.15,4444605532
827,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,288788.0,7.38,4320714824
828,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,275770.0,7.01,4226725664
829,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,292451.0,7.39,4214004125
830,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,307213.0,7.73,4241086354
831,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,303026.0,7.6,4304232584
832,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,321262.0,8.02,4240418576
833,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,331657.0,8.25,4190637451
834,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,354413.0,8.78,4102517036
835,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,368891.0,9.09,4141954032
